7,2,45,45,0
8,1,46,53,0
9,2,38,59,0
10,1,49,51,0
11,2,44,56,0
12,1,37,0,0
13,1,45,44,0
14,2,53,44,1
15,2,59,49,1
16,2,51,0,0
17,2,56,53,0
18,2,0,52,0
19,2,44,52,0
20,2,44,46,0
21,2,49,43,0
22,2,0,50,0
23,2,53,50,0
24,2,52,0,0
25,2,52,68,0
26,2,46,55,0
27,2,43,54,0
28,2,50,47,0
29,2,50,51,1
30,2,0,44,0
31,2,68,51,1
32,2,55,48,0
33,2,54,55,0
34,2,47,58,0
35,2,51,69,0
36,2,44,66,0
37,2,51,59,0
38,2,48,58,0
39,2,55,51,0
40,2,58,61,0
41,2,69,50,0
42,2,66,54,0
43,2,59,56,1
44,2,58,50,0
45,2,51,36,0
46,2,61,39,0
47,2,50,68,0
48,2,54,63,0
49,2,56,65,0
50,2,50,61,0
51,2,36,65,0
52,2,39,50,0
53,2,68,44,1
54,2,63,50,0
55,2,65,52,0
56,2,61,56,0
57,2,65,51,1
58,2,50,41,0
59,2,44,57,0
60,2,50,70,1
61,2,52,67,0
62,2,56,69,1
63,2,51,61,0
64,2,41,62,0
65,2,57,55,1
66,2,70,53,1
67,2,67,58,0
68,2,69,43,0
69,2,61,0,0
70,2,62,2,0
71,2,55,53,1
72,2,53,9,0
73,2,58,1,0
74,2,43,0,0
75,2,0,0,0
76,2,2,0,0
77,2,53,0,0
78,2,9,60,0
79,2,1,38,0
80,2,0,43,0
81,2,0,39,0
82,2,0,38,0
83,2,0,42,0
84,2,60,32,0
85,2,38,57,0
86,2,43,50,0
87,2,39,51,0
88,2,38,41,0
89,2,42,37,0
90,2,32,36,0
91,2,57,43,0
92,2,50,40,0
93,2,51,56,0
94,2,41,39,0
95,2,37,42,0
96,2,36,48,0
97,2,43,52,0
98,2,40,37,0
99,2,56,43,0
100,2,39,41,0
101,2,42,50,0
102,2,48,51,0
103,2,52,56,0
104,2,37,72,0
105,2,43,54,0
106,2,41,64,0
107,2,50,61,0
108,2,51,65,1
109,2,56,58,0
110,2,72,54,0
111,2,54,51,0
112,2,64,44,0
113,2,61,53,1
114,2,65,44,0
115,2,58,47,0
116,2,54,43,0
117,2,51,38,1
