7,1,123,121,1
8,1,109,97,1
9,1,70,103,1
10,1,74,96,1
11,1,105,94,1
12,1,111,103,1
13,1,121,110,1
14,1,97,112,1
15,1,103,103,1
16,1,96,101,1
17,1,94,107,1
18,1,103,123,1
19,1,110,95,1
20,1,112,97,1
21,1,103,108,1
22,1,101,114,1
23,1,107,109,1
24,1,123,100,1
25,1,95,103,1
26,1,97,94,1
27,1,108,95,1
28,1,114,88,1
29,1,109,79,1
30,1,100,88,1
31,1,103,77,1
32,1,94,12,0
33,1,95,65,1
34,1,88,78,1
35,1,79,52,1
36,1,88,50,0
37,1,77,105,1
38,1,12,55,0
39,1,65,72,1
40,1,78,96,1
41,1,52,73,0
42,1,50,80,1
43,1,105,81,1
44,1,55,86,1
45,1,72,88,1
46,1,96,84,1
47,1,73,84,1
48,1,80,96,1
49,1,81,77,1
50,1,86,82,1
51,1,88,94,1
52,1,84,84,1
53,2,84,82,1
54,2,96,83,1
55,2,77,91,1
56,2,82,87,1
57,2,94,89,1
58,2,84,75,0
59,2,82,77,1
60,2,83,84,0
61,2,91,89,0
62,2,87,82,1
63,2,89,86,1
64,2,75,86,1
65,2,77,74,1
66,2,84,78,1
67,2,89,85,1
68,2,82,77,1
69,2,86,73,1
70,2,86,67,1
71,2,74,61,1
72,2,78,68,1
73,2,85,73,1
74,2,77,57,1
75,2,73,72,1
76,2,67,64,1
77,2,61,79,1
78,2,68,69,1
79,2,73,81,1
80,2,57,72,1
81,2,72,74,1
82,2,64,77,1
83,2,79,62,1
84,2,69,63,1
85,2,81,57,0
86,2,72,67,0
87,2,74,60,1
88,2,77,60,1
89,2,62,50,1
90,2,63,47,0
91,2,57,55,0
92,2,67,50,0
93,2,60,53,0
94,2,60,55,1
95,2,50,47,1
96,2,47,53,0
97,2,55,60,1
98,2,50,71,1
99,2,53,61,1
100,2,55,59,1
101,2,47,49,0
102,2,53,41,0
103,2,60,45,1
104,2,71,47,1
105,2,61,61,1
106,2,59,58,1
107,2,49,59,1
108,2,41,63,0
109,2,45,71,1
110,2,47,74,0
111,2,61,61,1
112,2,58,64,1
113,2,59,70,1
114,2,63,48,1
115,2,71,43,1
116,2,74,50,0
117,2,61,44,0
118,2,64,30,1
119,2,70,14,0
120,2,48,8,0
121,2,43,11,0
122,2,50,4,0
123,2,44,3,0
124,2,30,4,0
125,2,14,3,0
126,2,8,2,0
127,2,11,3,0
128,2,4,12,0
129,2,3,14,0
130,2,4,7,0
131,2,3,13,0
132,2,2,13,0
133,2,3,16,0
134,2,12,11,0
135,2,14,13,0
136,2,7,14,0
137,2,13,14,0
138,2,13,13,0
139,2,16,16,0
140,2,11,17,0
141,2,13,20,0
142,2,14,15,0
143,2,14,24,0
144,2,13,31,0
145,2,16,28,0
146,2,17,26,0
147,2,20,26,0
148,2,15,29,0
149,2,24,31,0
150,2,31,41,0
151,2,28,41,1
152,2,26,46,1
153,2,26,48,0
154,2,29,45,1
155,2,31,46,1
156,2,41,42,1
157,2,41,47,1
158,2,46,50,1
159,2,48,52,1
160,2,45,53,1
161,2,46,48,1
162,2,42,55,1
163,2,47,58,1
164,2,50,56,1
165,2,52,48,1
166,2,53,57,1
167,2,48,64,1
168,2,55,58,1
169,2,58,56,1
170,2,56,63,1
171,2,48,62,1
172,2,57,74,1
173,2,64,75,1
174,2,58,82,1
175,2,56,85,1
176,2,63,75,1
177,2,62,86,1
178,2,74,81,1
179,2,75,96,1
180,2,82,99,1
