7,1,46,59,0
8,2,43,47,0
9,1,54,48,0
10,1,44,46,0
11,2,55,48,0
12,1,55,42,0
13,1,59,50,0
14,2,47,46,0
15,1,48,43,0
16,2,46,40,0
17,2,48,43,1
18,2,42,47,0
19,1,50,8,0
20,2,46,13,0
21,1,43,41,0
22,1,40,30,0
23,1,43,23,0
24,2,47,25,0
25,2,8,32,0
26,2,13,34,0
27,1,41,43,1
28,2,30,32,0
29,1,23,41,0
30,1,25,36,0
31,1,32,29,0
32,1,34,42,0
33,1,43,50,1
34,1,32,66,0
35,1,41,47,1
36,1,36,44,0
37,2,29,48,0
38,1,42,43,0
39,2,50,41,0
40,2,66,36,0
41,2,47,48,0
42,2,44,41,0
43,2,48,42,1
44,2,43,51,1
45,2,41,39,0
46,2,36,46,0
47,1,48,50,0
48,2,41,51,0
49,1,42,55,0
50,1,51,50,0
51,1,39,50,1
52,1,46,38,1
53,2,50,39,0
54,1,51,31,0
55,2,55,31,0
56,2,50,33,1
57,2,50,42,0
58,2,38,34,0
59,2,39,26,0
60,1,31,43,0
61,2,31,53,0
62,1,33,51,0
63,1,42,53,0
64,2,34,54,0
65,1,26,51,0
66,2,43,44,0
67,2,53,38,0
68,2,51,49,0
69,2,53,48,0
70,2,54,52,0
71,2,51,46,0
72,2,44,33,0
73,2,38,32,0
74,1,49,50,0
75,2,48,48,1
76,2,52,48,0
77,2,46,4,0
78,2,33,5,0
79,2,32,6,0
80,2,50,38,0
81,2,48,39,0
82,2,48,38,0
83,2,4,40,0
84,2,5,62,0
85,2,6,60,0
86,2,38,39,0
87,2,39,29,0
88,2,38,25,0
89,2,40,33,0
90,2,62,40,0
91,2,60,39,0
92,2,39,40,0
93,2,29,30,0
94,2,25,38,1
95,2,33,41,0
96,2,40,41,0
97,2,39,33,0
98,2,40,31,0
99,2,30,42,0
100,2,38,33,0
101,2,41,32,0
102,2,41,30,0
103,2,33,42,0
104,2,31,31,1
105,2,42,39,0
106,2,33,32,0
