7,2,15,18,0
8,2,16,23,0
9,1,24,19,0
10,2,21,22,0
11,1,19,23,0
12,2,20,20,0
13,2,18,15,0
14,2,23,23,0
15,2,19,26,0
16,2,22,21,0
17,2,23,19,0
18,2,20,16,0
19,2,15,21,0
20,2,23,20,0
21,2,26,22,1
22,2,21,24,0
23,2,19,21,1
24,2,16,18,0
25,2,21,13,0
26,2,20,26,0
27,2,22,27,1
28,2,24,25,0
29,2,21,24,0
30,2,18,25,0
31,2,13,28,0
32,2,26,20,0
33,2,27,20,1
34,2,25,29,1
35,2,24,25,0
36,2,25,23,0
37,2,28,24,0
38,2,20,32,1
39,2,20,22,0
40,2,29,18,0
41,2,25,20,0
42,2,23,25,1
43,2,24,21,0
44,2,32,25,0
45,2,22,24,0
46,2,18,27,0
47,2,20,28,0
48,2,25,36,0
49,2,21,40,0
50,2,25,38,1
51,2,24,43,0
52,2,27,46,0
53,2,28,49,1
54,2,36,47,0
55,2,40,47,0
56,2,38,51,1
57,2,43,50,1
58,2,46,45,1
59,2,49,46,0
60,2,47,45,1
61,2,47,34,1
62,2,51,31,1
63,2,50,28,0
64,2,45,33,1
65,2,46,40,0
66,2,45,44,0
67,2,34,26,0
68,2,31,30,0
69,2,28,30,0
70,2,33,33,0
71,2,40,41,0
72,2,44,39,0
73,2,26,48,0
74,2,30,38,0
75,2,30,42,0
76,2,33,48,0
77,2,41,38,0
78,2,39,37,0
79,2,48,38,0
80,2,38,39,0
81,2,42,44,0
82,2,48,46,0
83,2,38,61,0
84,2,37,67,0
85,2,38,73,0
86,2,39,67,0
87,2,44,74,0
88,2,46,79,0
89,2,61,62,0
90,2,67,91,1
91,2,73,77,1
92,2,67,114,0
93,2,74,146,0
94,2,79,132,0
95,2,62,154,0
96,2,91,191,1
97,2,77,179,1
98,2,114,209,1
99,2,146,217,1
100,2,132,234,1
101,2,154,202,1
102,2,191,229,1
103,2,179,262,1
104,2,209,290,1
105,2,217,241,1
106,2,234,265,1
107,2,202,256,1
108,2,229,287,1
109,2,262,267,1
110,2,290,299,1
111,2,241,291,1
112,2,265,310,1
113,2,256,327,1
114,2,287,356,1
115,2,267,354,1
116,2,299,360,1
117,2,291,374,1
118,2,310,378,1
119,2,327,399,1
120,2,356,436,1
121,2,354,401,1
122,2,360,448,1
123,2,374,451,1
124,2,378,505,1
125,2,399,478,1
126,2,436,482,1
127,2,401,492,1
128,2,448,538,1
129,2,451,539,1
130,2,505,534,1
131,2,478,502,1
132,2,482,553,1
133,2,492,565,1
134,1,538,457,1
135,1,539,476,1
136,1,534,505,1
137,1,502,496,1
138,1,553,504,1
139,1,565,519,1
140,1,457,550,1
141,1,476,542,1
142,1,505,559,1
143,1,496,623,1
144,1,504,568,1
145,1,519,617,1
146,1,550,593,1
147,1,542,624,1
148,1,559,650,1
149,1,623,671,1
150,1,568,705,1
151,1,617,634,1
152,1,593,638,1
153,1,624,663,1
154,2,650,673,1
155,1,671,671,1
156,1,705,674,1
157,1,634,693,1
158,1,638,683,1
159,1,663,685,1
160,1,673,676,1
161,1,671,643,1
162,1,674,658,1
163,1,693,647,1
164,2,683,698,1
165,1,685,680,1
166,1,676,706,1
167,1,643,694,1
168,1,658,676,1
169,1,647,704,1
170,1,698,724,1
171,1,680,728,1
172,1,706,746,1
173,1,694,772,1
174,1,676,758,1
175,1,704,779,1
176,1,724,747,1
177,1,728,732,1
178,1,746,769,1
179,1,772,791,1
180,1,758,765,1
181,1,779,762,1
182,1,747,782,1
183,1,732,787,1
184,1,769,759,1
185,1,791,756,1
186,1,765,767,1
187,1,762,788,1
188,1,782,796,1
189,1,787,822,1
190,1,759,818,1
191,1,756,822,1
192,2,767,836,1
193,1,788,865,1
194,2,796,845,1
195,1,822,872,1
196,1,818,831,1
197,1,822,866,1
198,1,836,837,1
199,1,865,884,1
200,1,845,926,1
201,1,872,897,1
202,1,831,954,1
203,1,866,925,1
204,1,837,939,1
205,1,884,970,1
206,1,926,943,1
207,1,897,947,1
208,2,954,971,1
209,1,925,969,1
210,2,939,967,1
